agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
radford-transit-2415,Radford Transit,D,62.1,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
beach-cities-transit,Beach Cities Transit,D,62.2,2026-07-04,stale,-1280,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
dolores-county,Dolores County,D,62.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
hopelink-transportation,Hopelink Transportation,D,62.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
mountain-express,Flex,D,62.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
mountain-family-center,Flex,D,62.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
omnibus,Flex,D,62.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
all-points-transit-2039,Flex v2 included,D,62.3,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
marble-valley-regional-transit-district-mvrtd-2831,Flex,D,62.4,2026-07-04,current,58,yes,Service data expires in 58 day(s),Review the rule documentation for 'invalid_pickup_drop_off_window' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
selah-transit,Selah Transit,D,62.4,2026-07-04,lapsed,-94,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
san-francisco-municipal-transportation-agency-sfmta-muni-2886,San Francisco Municipal Transportation Agency (SFMTA - Muni),D,62.5,2026-07-04,current,55,yes,Service data expires in 55 day(s),Review the rule documentation for 'invalid_phone_number' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
southeastern-pennsylvania-transportation-authority-septa,Bus,D,62.8,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
lowell-regional-transit-authority-lrta,Lowell Regional Transit Authority (LRTA),D,62.9,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
lowell-regional-transit-authority-lrta-444,Lowell Regional Transit Authority (LRTA),D,62.9,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
rio-metro-regional-transit-district,Rio Metro Regional Transit District,D,63.0,2026-07-04,stale,-795,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
metropolitan-transit-authority-mta-510,NYC Bus Company,D,63.2,2026-07-04,current,63,yes,Score changed sharply on 2026-06-23,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
san-joaquin-regional-transit-district-rtd,San Joaquin Regional Transit District (RTD),D,63.7,2026-07-04,expiring_soon,21,yes,Service data expires in 21 day(s),Re-export with a validity window that reaches at least 60 days out.
watertown-citibus-2881,Watertown Citibus,D,63.7,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
gtrans-2270,GTrans,D,63.8,2026-07-04,expiring_soon,14,yes,Service data expires in 14 day(s),Re-export with a validity window that reaches at least 60 days out.
all-points-transit,All Points Transit,D,64.1,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
all-points-transit-212,All Points Transit,D,64.1,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
graham-transit,Graham Transit,D,64.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
graham-transit-611,Graham Transit,D,64.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
routt-county-council-on-aging-rccoca-transportation,Flex,D,64.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
the-otter-express,Flex v2 included,D,64.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
mountain-lynx-transit,Mountain Lynx Transit,D,64.5,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
mountain-lynx-transit-334,Mountain Lynx Transit,D,64.5,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
county-connection-cccta-2421,County Connection (CCCTA),D,64.6,2026-07-04,current,35,yes,Service window shortened unexpectedly on 2026-06-25,Add feed_info.txt with feed_start_date and feed_end_date to your export.
north-carolina-state-university-ncsu-2245,North Carolina State University (NCSU),D,64.6,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-coolidge,Cotton Express and Central Arizona Regional Transit,D,64.8,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
pueblo-transit,Flex,D,64.8,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
santa-fe-trails,Santa Fe Trails,D,64.8,2026-07-04,lapsed,-96,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
santa-fe-trails-839,Santa Fe Trails,D,64.8,2026-07-04,lapsed,-96,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
transit-authority-of-river-city-tarc-2662,Fixed Route,D,64.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
brown-county-heartland-express,Flex v2 included,D,65.1,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
keep-tahoe-blue,Emerald Bay Shuttle,D,65.1,2026-07-04,lapsed,-262,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
concord-kannapolis-area-transit-rider-transit-2244,Concord Kannapolis Area Transit (Rider Transit),D,65.4,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
blue-grass-community-action-partnership,Bluegrass Ultra-Transit Service,D,65.6,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
blue-grass-community-action-partnership-362,Bluegrass Ultra-Transit Service,D,65.6,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
ku-on-wheels-lawrence-transit-system-2063,KU on Wheels & Lawrence Transit System,D,65.6,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Populate trip_headsign to match what the bus displays.
charleston-area-regional-transportation-authority-carta-352,Charleston Area Regional Transportation Authority (CARTA),D,65.7,2026-07-04,current,42,yes,Service data expires in 42 day(s),Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
capital-area-transportation-authority-cata,Capital Area Transportation Authority (CATA),D,66.3,2026-07-04,current,50,yes,Service data expires in 50 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
rogue-valley-transportation-district-rvtd-3219,Rogue Valley Transportation District (RVTD),D,66.5,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
farmville-area-bus,Farmville Area Bus,D,66.7,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
farmville-area-bus-461,Farmville Area Bus,D,66.7,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
milwaukee-county-transit-system-mcts-2127,Milwaukee County Transit System (MCTS),D,66.7,2026-07-04,current,49,yes,Service data expires in 49 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
sandy-area-metro-sam-2739,Static feed for realtime,D,66.7,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
spirit-bus-2202,Spirit Bus,D,66.7,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
via-mobility-2395,Via Mobility,D,66.7,2026-07-04,expiring_soon,30,yes,Grade slipped from C to D,Review the rule documentation for 'foreign_key_violation' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
champaign-urbana-mass-transit-district-mtd,Champaign Urbana Mass Transit District (MTD),D,66.8,2026-07-04,current,35,yes,Service data expires in 35 day(s),Delete the empty calendars or set their service days.
glendora-transportation-division-3097,Glendora Transportation Division,D,66.8,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
adams-county,Flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
brown-county-heartland-express-2296,Fixed route + flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
city-of-loveland,Flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
easy-ride-transportation,Easy Ride Transportation,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
grand-valley-transit-2288,Flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
la-junta-transit,Flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
lakewood-rides,Flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
mountain-metro-transit,Flex,D,66.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
bustang-outrider,Bustang Outrider,D,67.4,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
clackco-connects-clackamas-county-2740,Static feed for realtime,D,67.5,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lummi-island-ferry,Lummi Island Ferry,D,68.0,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
metropolitan-transit-authority-mta,Long Island Rail Road,D,68.0,2026-07-04,current,43,yes,Service window shortened unexpectedly on 2026-07-02,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
middlesex-3-tma,Middlesex 3 TMA,D,68.1,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
middlesex-3-tma-442,Middlesex 3 TMA,D,68.1,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
mason-transit-authority,Mason Transit Authority,D,68.3,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
monterey-salinas-transit-mst,Monterey-Salinas Transit (MST),D,68.3,2026-07-04,current,55,yes,Service data expires in 55 day(s),Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
pony-express,Pony Express,D,68.6,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
pony-express-828,Pony Express,D,68.6,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
citibus,Citibus,D,68.7,2026-07-04,current,34,yes,Service data expires in 34 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
citibus-569,Citibus,D,68.7,2026-07-04,current,34,yes,Service data expires in 34 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
blossom-express,Blossom Express,D,69.0,2026-07-04,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.
blossom-express-236,Blossom Express,D,69.0,2026-07-04,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.
greensville-emporia-transit,Greensville Emporia Transit,D,69.0,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
greensville-emporia-transit-463,Greensville Emporia Transit,D,69.0,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
metropolitan-transit-authority-mta-528,Bronx Bus,D,69.1,2026-07-04,current,63,yes,Score changed sharply on 2026-06-23,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
maryland-transit-administration,Local Bus,D,69.2,2026-07-04,current,49,yes,Grade slipped from C to D,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metropolitan-transit-authority-mta-512,Brooklyn Bus,D,69.2,2026-07-04,current,63,yes,Score changed sharply on 2026-06-23,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metropolitan-transit-authority-mta-514,Staten Island Bus,D,69.2,2026-07-04,current,63,yes,Score changed sharply on 2026-06-23,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
sonoma-county-transit-sct,Sonoma County Transit (SCT),D,69.4,2026-07-04,current,35,yes,Service data expires in 35 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
sonoma-county-transit-sct-70,Sonoma County Transit (SCT),D,69.4,2026-07-04,current,35,yes,Score changed sharply on 2026-07-01,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metropolitan-transit-authority-mta-520,Queens Bus,D,69.5,2026-07-04,current,63,yes,Score changed sharply on 2026-06-23,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-ellensburg-public-transit-central-transit,City of Ellensburg Public Transit (Central Transit),D,69.7,2026-07-04,stale,-460,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-ellensburg-public-transit-central-transit-303,City of Ellensburg Public Transit (Central Transit),D,69.7,2026-07-04,stale,-460,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-douglas,City of Douglas,D,69.8,2026-07-04,lapsed,-65,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lower-hudson-valley-transit,Lower Hudson Valley Transit,D,69.8,2026-07-04,current,359,yes,Score changed sharply on 2026-06-25,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
marshalltown-municipal-transit,Marshalltown Municipal Transit,D,69.9,2026-07-04,expiring_soon,27,yes,Grade slipped from C to D,Re-export with a validity window that reaches at least 60 days out.
marshalltown-municipal-transit-194,Marshalltown Municipal Transit,D,69.9,2026-07-04,expiring_soon,27,yes,Grade slipped from C to D,Re-export with a validity window that reaches at least 60 days out.
camarillo-area-transit,Camarillo Area Transit,C,70.1,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
camarillo-area-transit-297,Camarillo Area Transit,C,70.1,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
marin-transit,Marin Transit,C,70.2,2026-07-04,current,36,yes,Service data expires in 36 day(s),Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
metropolitan-transit-authority-mta-513,Manhattan Bus,C,70.4,2026-07-04,current,63,yes,Score changed sharply on 2026-06-23,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
radar,RADAR,C,70.5,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
radar-832,RADAR,C,70.5,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
santa-clara-valley-transportation-authority-vta,Santa Clara Valley Transportation Authority (VTA),C,70.5,2026-07-04,current,36,yes,Service data expires in 36 day(s),"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE')."
bristol-virginia-transit,Bristol Virginia Transit,C,70.7,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
bristol-virginia-transit-238,Bristol Virginia Transit,C,70.7,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
vermont-translines,Vermont Translines,C,70.7,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
vermont-translines-450,Vermont Translines,C,70.7,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
towson-loop,Towson Loop,C,70.9,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-jackson-jtran,City of Jackson (JTRAN),C,71.1,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
the-rapid,The Rapid,C,71.2,2026-07-04,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
lextran-2067,Lextran,C,71.5,2026-07-04,current,42,yes,Service data expires in 42 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
metro-north-railroad,Metro-North Railroad,C,71.5,2026-07-04,current,175,yes,Service window shortened unexpectedly on 2026-06-25,Check the vehicle positions endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
transportation-management-association-of-chester-county-tmacc,Transportation Management Association of Chester County (TMACC),C,71.7,2026-07-04,current,544,yes,Service window shortened unexpectedly on 2026-06-25,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
ann-arbor-area-transportation-authority-theride,Ann Arbor Area Transportation Authority (TheRide),C,72.2,2026-07-04,current,49,yes,Service data expires in 49 day(s),"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead."
city-of-tracy,City of Tracy,C,72.6,2026-07-04,current,181,yes,Score changed sharply on 2026-06-24,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tar-river-transit,Tar River Transit,C,72.6,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
tar-river-transit-472,Tar River Transit,C,72.6,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
clovis-transit-2894,Clovis Transit,C,72.7,2026-07-04,expiring_soon,30,yes,Service data expires in 30 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
pace-bus-2347,Pace Bus,C,72.8,2026-07-04,current,56,yes,Service data expires in 56 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
san-mateo-county-transit-district-samtrans,San Mateo County Transit District (samTrans),C,73.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
detroit-department-of-transportation-ddot,Detroit Department of Transportation (DDOT),C,73.4,2026-07-04,current,78,yes,Score changed sharply on 2026-07-01,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mason-city-public-transit,Mason City Public Transit,C,73.4,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
mason-city-public-transit-204,Mason City Public Transit,C,73.4,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
alexandria-transit-company-dash,Alexandria Transit Company (DASH),C,73.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
dodger-area-rapid-transit,Dodger Area Rapid Transit,C,73.7,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
dodger-area-rapid-transit-203,Dodger Area Rapid Transit,C,73.7,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
marble-valley-regional-transit-district-mvrtd,Marble Valley Regional Transit District (MVRTD),C,73.8,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
marble-valley-regional-transit-district-mvrtd-430,Marble Valley Regional Transit District (MVRTD),C,73.8,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
muscabus,MuscaBus,C,73.8,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
muscabus-200,MuscaBus,C,73.8,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
franklin-transit-authority,Franklin Transit Authority,C,74.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
franklin-transit-authority-361,Franklin Transit Authority,C,74.2,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
manatee-county-area-transit-2258,Manatee County Area Transit,C,74.3,2026-07-04,current,335,yes,Score changed sharply on 2026-07-02,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
capital-area-transit-goraleigh-2074,Capital Area Transit (GoRaleigh),C,74.4,2026-07-04,current,58,yes,Score changed sharply on 2026-06-30,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
university-of-michigan-transit-services-2072,University of Michigan Transit Services,C,74.4,2026-07-04,current,49,yes,Service data expires in 49 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
metro-st-louis,Metro St. Louis,C,74.5,2026-07-04,current,57,yes,Service data expires in 57 day(s),"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead."
capital-metro,Capital Metro,C,75.0,2026-07-04,current,42,yes,Service data expires in 42 day(s),Check the service alerts endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.
south-clackamas-transportation-district,South Clackamas Transportation District,C,75.0,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
tompkins-consolidated-area-transit-inc,Tompkins Consolidated Area Transit Inc,C,75.0,2026-07-04,current,42,yes,Service data expires in 42 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
arlington-transit-2434,Flex,C,75.1,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
el-paso-fountain-valley-senior-citizens-program-inc,Flex v2 included,C,75.1,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
malheur-council-on-aging-community-services,Malheur Council on Aging & Community Services,C,75.1,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
buena-vista-ferry,Buena Vista Ferry,C,75.4,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
prince-george-s-county-the-bus,Prince George's County (The Bus),C,75.4,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
springfield-mass-transit-district-smtd-3187,Springfield Mass Transit District (SMTD),C,75.4,2026-07-04,current,49,yes,Service data expires in 49 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
university-of-colorado-boulder,University of Colorado Boulder,C,75.4,2026-07-04,current,47,yes,Service data expires in 47 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
university-of-colorado-boulder-181,University of Colorado Boulder,C,75.4,2026-07-04,current,47,yes,Service data expires in 47 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
southeastern-pennsylvania-transportation-authority-septa-503,Rail,C,75.7,2026-07-04,expiring_soon,21,yes,Service data expires in 21 day(s),Re-export with a validity window that reaches at least 60 days out.
the-jule-2083,The Jule,C,76.0,2026-07-04,current,453,yes,Service window shortened unexpectedly on 2026-07-01,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
university-of-iowa-cambus-cambus,University of Iowa - CAMBUS (CAMBUS),C,76.0,2026-07-04,current,48,yes,Service data expires in 48 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
university-of-iowa-cambus-cambus-197,University of Iowa - CAMBUS (CAMBUS),C,76.0,2026-07-04,current,48,yes,Service data expires in 48 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
pulaski-area-transit-pat-2198,Pulaski Area Transit (PAT),C,76.1,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
valley-metro-2437,Flex,C,76.8,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mta,Metro-North Railroad,C,77.2,2026-07-04,current,175,yes,Service window shortened unexpectedly on 2026-06-25,"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead."
iowa-city-transit-system,Iowa City Transit System,C,77.4,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
